ClassName,Category,ElementName,LocatorName,ExpectedText
Page_TermsOfService,headers,OLH TOS SubHeader,olhtossubheader,Agreement with Onlife Health.

Page_Feedback,headers,Feedback Form Header,header,SITE FEEDBACK
Page_Feedback,headers,Feedback Form Sub Header,subheader,TELL US WHAT YOU THINK
Page_Feedback,labels,Content Label,contentlabel,
Page_Feedback,labels,Design Label,designlabel,
Page_Feedback,labels,Usability Label,usablabel,
Page_Feedback,labels,Overall Label,overallabel,
Page_Feedback,labels,Comment Label,commentlabel,

CommonTracker,trackerchartfilters,One Month Filter,chart1monthlink,1 Month
CommonTracker,trackerchartfilters,Three Months Filter,chart3monthslink,3 Months
CommonTracker,trackerchartfilters,Six Months Filter,chart6monthslink,6 Months
CommonTracker,trackerchartfilters,Year To Date Filter,chartyeartodatelink,Year to Date
CommonTracker,trackerchartfilters,More Filter,chartmorelink,More

Page_WeightTracker,blendedtrackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_WeightTracker,blendedtrackerhistoryheader,Weight History Header,historyheadertext,Weight History
Page_WeightTracker,blendedtrackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_WeightTracker,blendedtrackerhistoryheader,Weight History Column Header,weighthistorycolumnheader,Weight
Page_WeightTracker,blendedtrackerhistoryheader,Source History Column Header,sourcehistorycolumnheader,Source

Page_WeightTracker,nonblendedtrackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_WeightTracker,nonblendedtrackerhistoryheader,Weight History Header,historyheadertext,Weight History
Page_WeightTracker,nonblendedtrackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_WeightTracker,nonblendedtrackerhistoryheader,Weight History Column Header,weighthistorycolumnheader,Weight

Page_WeightTracker,blendedtrackerhistoryvalue,Date History Table Data,historytableblendeddata,will be provided in class
Page_WeightTracker,nonblendedtrackerhistoryvalue,Date History Table Data,historytablenonblendeddata,will be provided in class

Page_BPTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_BPTracker,trackerhistoryheader,BP History Header,historyheadertext,Blood Pressure History
Page_BPTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_BPTracker,trackerhistoryheader,Systolic-Diastolic History Column Header,sysdiaheadertxt,Systolic / Diastolic

Page_BPTracker,trackerhistoryvalue,Date History Table Data,historytabledata,will be provided in class

Page_StressTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_StressTracker,trackerhistoryheader,Stress History Header,historyheadertext,Stress History
Page_StressTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_StressTracker,trackerhistoryheader,Stress History Column Header,stresshistorycolumnheader,Stress

Page_StressTracker,trackerhistoryvalue,Date History Table Data,historytabledata,will be provided in class

Page_TobaccoTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_TobaccoTracker,trackerhistoryheader,Tobacco History Header,historyheadertext,Quit Tobacco History
Page_TobaccoTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_TobaccoTracker,trackerhistoryheader,Cigarette History Column Header,cigheadertxt,Cigarettes
Page_TobaccoTracker,trackerhistoryheader,Cigars History Column Header,cigarheadertxt,Cigars
Page_TobaccoTracker,trackerhistoryheader,Chews History Column Header,chewsheadertxt,Chews
Page_TobaccoTracker,trackerhistoryheader,Dips History Column Header,dipsheadertxt,Dips
Page_TobaccoTracker,trackerhistoryheader,Pipes History Column Header,pipesheadertxt,Pipes

Page_TobaccoTracker,trackerhistoryvalue,Date History Table Data,historytabledata,will be provided in class

Page_CholesterolTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_CholesterolTracker,trackerhistoryheader,Cholesterol History Header,historyheadertext,Cholesterol History
Page_CholesterolTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_CholesterolTracker,trackerhistoryheader,Total Cholesterol History Column Header,totcholheadertxt,Total Cholesterol 
Page_CholesterolTracker,trackerhistoryheader,LDL History Column Header,ldlheadertxt,LDL
Page_CholesterolTracker,trackerhistoryheader,HDL History Column Header,hdlheadertxt,HDL
Page_CholesterolTracker,trackerhistoryheader,Triglycerides History Column Header,trygheadertxt,Triglycerides


Page_CholesterolTracker,trackerhistoryvalue,Tracker History Table Data,historytabledata,will be provided in class

Page_PhysActivityTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_PhysActivityTracker,trackerhistoryheader,Physical Activity History Header,historyheadertext,Physical Activity History
Page_PhysActivityTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_PhysActivityTracker,trackerhistoryheader,Cardio History Column Header,cardioheadertxt,Cardio 
Page_PhysActivityTracker,trackerhistoryheader,Strength Training History Column Header,strentrheadertxt,Strength Training
Page_PhysActivityTracker,trackerhistoryheader,Stretching History Column Header,stretchheadertxt,Stretching

Page_PhysActivityTracker,trackerhistoryvalue,Date History Table Data,historytabledata,will be provided in class

Page_WaterTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_WaterTracker,trackerhistoryheader,Water History Header,historyheadertext,Water History
Page_WaterTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_WaterTracker,trackerhistoryheader,Water History Column Header,waterheadertxt,Water

Page_WaterTracker,trackerhistoryvalue,Date History Table Data,historytabledata,will be provided in class

Page_SleepTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_SleepTracker,trackerhistoryheader,Sleep History Header,historyheadertext,Sleep History
Page_SleepTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_SleepTracker,trackerhistoryheader,Sleep History Column Header,sleepheadertxt,Sleep

Page_SleepTracker,trackerhistoryvalue,Date History Table Data,historytabledata,will be provided in class


Page_OralHealthTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_OralHealthTracker,trackerhistoryheader,Oral Health History Header,historyheadertext,Oral Health History
Page_OralHealthTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_OralHealthTracker,trackerhistoryheader,Brushing History Column Header,brushingheadertxt,Brushing
Page_OralHealthTracker,trackerhistoryheader,Flossing History Column Header,flossingheadertxt,Flossing

Page_OralHealthTracker,trackerhistoryvalue,Date History Table Data,historytabledata,will be provided in class

Page_NutritionTracker,trackerhistoryheader,Collapse Link,historybtn,COLLAPSE
Page_NutritionTracker,trackerhistoryheader,Nutrition History Header,historyheadertext,Nutrition History
Page_NutritionTracker,trackerhistoryheader,Date History Column Header,datehistorycolumnheader,Date
Page_NutritionTracker,trackerhistoryheader,Fruits History Column Header,fruitsheadertxt,Fruits
Page_NutritionTracker,trackerhistoryheader,Vegetables History Column Header,vegheadertxt,Vegetables
Page_NutritionTracker,trackerhistoryheader,Dairy History Column Header,dairyheadertxt,Dairy
Page_NutritionTracker,trackerhistoryheader,Whole Grains History Column Header,grainsheadertxt,Whole Grains
Page_NutritionTracker,trackerhistoryheader,Protein Foods History Column Header,protheadertxt,Protein Foods

Page_NutritionTracker,trackerhistoryvalue,Date History Table Data,historytabledata,will be provided in class

Page_Incentive,incentivehistoryuidata,Incentive history header,incentiveheader,Incentive History
Page_Incentive,incentivehistoryuidata,Incentive history Points Message,pointsmessagepara,Remember that you must earn $40 - $75 in a quarter
Page_Incentive,incentivehistoryuidata,Incentive history IncomeTax Message,incometaxmessagepara,The amount of any cash and the value of any other wellness incentive rewards received from HealthTrust are taxable
Page_Incentive,incentivehistoryuidata,Incentive history header,programcycledurationtxt,Program Cycle Duration:
Page_Incentive,incentivehistoryuidata,Incentive history header,programcyclevalue,01/01/2018 - 12/31/2018
Page_Incentive,incentivehistoryuidata,Incentive history header,reportingperiodtxt,Reporting Period:
Page_Incentive,incentivehistoryuidata,Incentive history header,reportingperiodvalue,07/01/2018 - 09/30/2018
Page_Incentive,incentivehistoryuidata,Incentive history 30Days Tab,historymonthlytabbtn,30 days
Page_Incentive,incentivehistoryuidata,Incentive history 90Days Tab,historyquaterlytabbtn,90 days
Page_Incentive,incentivehistoryuidata,Incentive history ProgramYTD Tab,historyyearlytabbtn,Program YTD
Page_Incentive,incentivehistoryuidata,Incentive history Custom Tab,historycustomtabbtn,Custom
Page_Incentive,incentivehistoryuidata,Incentive history Export Tab,historyexporttabbtn,Export
Page_Incentive,incentivehistoryuidata,Incentive history BackToTop Link,historybacktotoplink,Back to top
Page_Incentive,incentivehistorydate,Incentive history Current Year,historyyeartxt,will be provided in class
Page_Incentive,incentivehistorydate,Incentive history Current Month,historymonthtxt,will be provided in class
Page_Incentive,incentivehistorydate,Incentive history Current Day,historydaytxt,will be provided in class

Page_ImproveCholesterolGoal,actions,FirstTile,anticipateandresolvetile,Anticipate and resolve challenges to my goal
Page_ImproveCholesterolGoal,actions,secondtile,beacommunityadvocatetile,Be a community advocate for healthy lifestyles
Page_ImproveCholesterolGoal,actions,thirdtile,breakdownmygoalinsmallerstepstile,Break down my goal into smaller steps
Page_ImproveCholesterolGoal,actions,fourthtile,captalizeonmystrengthtoreachgoaltile,Capitalize on my strengths to reach my goal
Page_ImproveCholesterolGoal,actions,question1,question1,Adopt a heart healthy eating pattern
Page_ImproveCholesterolGoal,actions,question2,question2,Meet the Physical Activity Guidelines

Page_ImproveCholesterolGoal,actionitems,action1,actionitem1,Anticipate and resolve challenges to my goal
Page_ImproveCholesterolGoal,actionitems,action2,actionitem2,Break down my goal into smaller steps
Page_ImproveCholesterolGoal,actionitems,action3,actionitem3,Be a community advocate for healthy lifestyles
Page_ImproveCholesterolGoal,actionitems,errormessage,goalalert,A maximum of 5 actions can be assigned

Page_ImproveCholesterolGoal,setup,firsttiletext,setupitem1,Adopt a heart healthy eating pattern
Page_ImproveCholesterolGoal,setup,secondtiletext,setupitem2,Meet the Physical Activity Guidelines
Page_ImproveCholesterolGoal,setup,thirdtiletext,setupitem3,Anticipate and resolve challenges to my goal
Page_ImproveCholesterolGoal,setup,fourthtiletext,setupitem4,Break down my goal into smaller steps
Page_ImproveCholesterolGoal,setup,fifthtiletext,setupitem5,Be a community advocate for healthy lifestyles
Page_ImproveCholesterolGoal,setup,expecteddatelbl,expecteddate,will be provided in page class

Page_ImproveCholesterolGoal,completesetup,firsttiletext,completegoaltile1,Adopt a heart healthy eating pattern
Page_ImproveCholesterolGoal,completesetup,secondtiletext,completegoaltile2,Anticipate and resolve challenges to my goal
Page_ImproveCholesterolGoal,completesetup,thirdtiletext,completegoaltile3,Be a community advocate for healthy lifestyles
Page_ImproveCholesterolGoal,completesetup,fourthtiletext,completegoaltile4,Break down my goal into smaller steps
Page_ImproveCholesterolGoal,completesetup,fifthtiletext,completegoaltile5,Meet the Physical Activity Guidelines
Page_ImproveCholesterolGoal,completesetup,progresslabel,myprogresslbl,My Progress
Page_ImproveCholesterolGoal,completesetup,daysremaining,noofdays,20
Page_ImproveCholesterolGoal,completesetup,daysremaininglabel,daysremaininglbl,Days Remaining
Page_ImproveCholesterolGoal,completesetup,trackbuttontext,trackbtn,Track

Page_ManageStressGoal,currentstatus,CurrentStressValue,currentstressstatus,A little bit



Page_TrackerLearnMore,recomandationtile,recommandationafterha,tracker_recommended,Stress
Page_TrackerLearnMore,recomandationtile,recommandationafterha,tracker_recommended,Quit Tobacco
Page_TrackerLearnMore,recomandationtile,recommandationafterha,tracker_recommended,Weight
Page_TrackerLearnMore,recomandationtile,recommandationafterha,tracker_recommended,Blood Pressure
Page_TrackerLearnMore,recomandationtile,recommandationafterha,tracker_recommended,Cholesterol
Page_TrackerLearnMore,recomandationtile,recommandationafterha,tracker_recommended,Nutrition
Page_TrackerLearnMore,recomandationtile,recommandationafterha,tracker_recommended,Physical Activity

Page_TrackerLearnMore,notrecomandationtile,recommandationafterha,tracker_recommended,Sleep
Page_TrackerLearnMore,notrecomandationtile,recommandationafterha,tracker_recommended,Oral Health
Page_TrackerLearnMore,notrecomandationtile,recommandationafterha,tracker_recommended,Water
